PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais	
39	14 ON THE COMMON	201/  31/  1000/  / 	  4554/ 777	$576,700	$576,700	3.08	1040	TWO FAMILY	LCD	1	2016	$339,700	$237,000	$576,700	$640,000	09/15/2020	$440,000	05/20/2005	$630,100	$630,100	16:50:29	117
40	18 MARKET ST (BIG ROCK)	201/  31/  2000/  / 	  2295/0028	$43,000	$43,000	9.99	9035	TOWN-PROP		1	2016	$0	$43,000	$43,000	$0	11/18/1997			$37,300	$37,300	16:50:32	118
41	12 ON THE COMMON	201/  32/  /  / 	  3087/0441	$633,000	$633,000	0.65	1010	SINGLE FAM MDL01	LCD	1	2016	$447,000	$186,000	$633,000	$625,000	12/14/2004	$129,000	10/29/1998	$617,400	$617,400	16:50:33	119
42	10 ON THE COMMON	201/  33/  /  / 	  3371/0737	$488,500	$488,500	1.5	1010	SINGLE FAM MDL01	LCD	1	2016	$269,800	$218,700	$488,500	$0	12/07/2006			$439,200	$439,200	16:50:37	120
43	8 ON THE COMMON	201/  34/  /  / 	  4183/ 405	$345,600	$345,600	1.71	1010	SINGLE FAM MDL01	LCD	1	2016	$137,300	$208,300	$345,600	$0	01/13/2016	$195,000	07/07/2004	$319,400	$319,400	16:50:41	121
50	6 ON THE COMMON UNIT #1	201/  35/  0010/  / 	  2364/0058	$167,300	$167,300	0	1021	CONDO NL  MDL-05	LCD	1	2016	$167,300	$0	$167,300	$102,000	12/21/1998	$100,000	11/10/1994	$150,100	$150,100	16:50:44	122
54	6 ON THE COMMON UNIT #5	201/  35/  0050/  / 	  4125/0135	$152,900	$152,900	0	1021	CONDO NL  MDL-05	LCD	1	2016	$152,900	$0	$152,900	$142,000	05/04/2015	$149,000	12/27/2002	$137,400	$137,400	16:50:47	123
1136	182 GOOSE POND RD	410/  73/  /  / 	  3003/0844	$175,000	$175,000	1.2	1030	MOBILE HOM  MDL-02	RD	1	2016	$82,700	$92,300	$175,000	$159,000	05/28/2004	$129,000	09/20/2002	$138,900	$138,900	16:50:50	124
1126	203 GOOSE POND RD	410/  63/  /  / 	  3902/0658	$297,900	$297,900	2.1	1040	TWO FAMILY	RD	1	2016	$194,300	$103,600	$297,900	$0	07/27/2012	$255,000	07/01/2005	$247,500	$247,500	16:50:52	125
56	4 ON THE COMMON	201/  36/  /  / 	  3516/0484	$1,160,900	$1,160,900	0.18	3160	COMM WHSE	LCD	1	2016	$926,400	$234,500	$1,160,900	$0	04/22/2008	$7,543,800	04/02/2008	$1,095,200	$1,095,200	16:50:56	126
1165	101 GRAFTON TK	413/  1/  /  / 	  2525/0702	$155,600	$155,600	0.24	1010	SINGLE FAM MDL01	ELD	1	2016	$70,500	$85,100	$155,600	$80,000	03/29/2001			$129,100	$129,100	16:50:59	127
58	38 UNION ST (LIBRARY)	201/  38/  /  / 	 	$915,600	$915,600	0.44	903C	MUNICPAL  MDL-94	LCD	1	2016	$653,600	$262,000	$915,600	$0				$859,500	$859,500	16:51:01	128
575	711 RIVER RD	405/  35/  /  / 	  4561/ 481	$1,782,000	$2,029,100	21.50	1013	SFR WATER  MDL-01	RD	3	2016	$862,000	$1,167,100	$2,029,100	$1,950,000	10/05/2020	$1,519,000	06/06/2016	$1,269,200	$1,497,700	16:51:04	129
576	729 RIVER RD	405/  36/  /  / 	  3928/0824	$3,435,400	$3,435,400	18.43	1013	SFR WATER  MDL-01		5	2016	$2,086,100	$1,349,300	$3,435,400	$0	11/01/2012			$2,746,000	$2,746,000	16:51:06	130
250	17 HEWS LN	401/  47/  /  / 	  4117/0767	$2,700	$341,700	21	6513	FARMR-3	RD	1	2016	$0	$341,700	$341,700	$0	03/30/2015	$1,100,000	11/17/2006	$2,700	$280,000	16:51:10	131
251	20 HEWS LN	401/  48/  /  / 	  4424/0051	$599,200	$716,100	19.03	1010	SINGLE FAM MDL01	RD	1	2016	$367,000	$349,100	$716,100	$400,000	03/29/2019	$2,666	10/18/2001	$346,300	$450,900	16:51:12	132
252	10 HEWS LN	401/  49/  /  / 	  1667/0399	$321,000	$428,200	28.65	1010	SINGLE FAM MDL01	RD	1	2016	$176,700	$251,500	$428,200	$20,000	05/18/1987			$250,200	$347,400	16:51:13	133
253	8 HEWS LN	401/  50/  /  / 	  3420/0886	$362,500	$362,500	2.4	1010	SINGLE FAM MDL01	RD	1	2016	$212,100	$150,400	$362,500	$0	06/19/2007			$303,600	$303,600	16:51:14	134
254	43 DARTMOUTH COLLEGE HY	401/  51/  /  / 	  4388/0289	$525,500	$835,600	53.9	1010	SINGLE FAM MDL01	RD	1	2016	$374,700	$460,900	$835,600	$0	09/13/2018			$360,700	$641,700	16:51:18	135
255	61 DARTMOUTH COLLEGE HY	401/  52/  /  / 	002760/0503	$671,900	$671,900	2.2	1010	SINGLE FAM MDL01	RD	1	2016	$542,500	$129,400	$671,900	$232,266	12/20/2002			$287,700	$287,700	16:51:22	136
256	63-69 DARTMOUTH COLLEGE HY	401/  53/  1000/  / 	  4013/ 0518	$1,732,200	$1,732,200	3.2	0101	Single Fam	RD	4	2016	$1,367,900	$364,300	$1,732,200	$116,733	09/23/2013			$1,489,200	$1,489,200	16:51:24	137
257	77 DARTMOUTH COLLEGE HY	401/  54/  /  / 	  4223/0643	$187,600	$187,600	2.4	1010	SINGLE FAM MDL01	RD	1	2016	$56,900	$130,700	$187,600	$150,000	08/01/2016			$168,600	$168,600	16:51:27	138
258	85 DARTMOUTH COLLEGE HY #3010	401/  55/  301/  / 	  3324/0514	$378,800	$378,800	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$378,800	$0	$378,800	$368,533	08/30/2006	$167,266	03/05/2003	$347,600	$347,600	16:51:29	139
259	101 DARTMOUTH COLLEGE HY	401/  56/  /  / 	  2297/0890	$3,047,400	$3,047,400	136	904C	PRI SCHOOL  MDL-94		1	2016	$2,454,700	$592,700	$3,047,400	$250,000	02/17/1998	$252,000	09/21/1993	$2,683,100	$2,683,100	16:51:31	140
260	82 RIVER RD	401/  57/  /  / 	  4329/0380	$247,100	$247,100	0.83	1010	SINGLE FAM MDL01	RD	1	2016	$82,600	$164,500	$247,100	$0	12/04/2017	$1,500	02/12/1970	$218,400	$218,400	16:51:35	141
102876	66 BLISS LN	410/  46/  2000/  / 	  4046/0956	$800	$327,900	22.45	6334	OTUNR-4	RD	1	2016	$0	$327,900	$327,900	$1,695,000	03/27/2014	$230,000	11/19/2012	$800	$281,700	16:51:38	142
267	7 WILMOTT WY	401/  59/  /  / 	  1150/0068	$189,500	$189,500	5.78	1030	MOBILE HOM  MDL-02	RD	1	2016	$66,900	$122,600	$189,500	$0				$132,900	$132,900	16:51:42	143
270	21 WILMOTT WY	401/  60/  /  / 	  1829/0728	$172,200	$172,200	4.91	1030	MOBILE HOM  MDL-02	RD	1	2016	$54,400	$117,800	$172,200	$40,000	10/24/1989			$126,000	$126,000	16:51:45	144
271	25 WILMOTT WY	401/  61/  /  / 	  2270/0888	$421,400	$421,400	2.10	1090	MULTI HSES	RD	2	2016	$293,800	$127,600	$421,400	$73,000	09/06/1997	$40,000	10/16/1989	$391,500	$391,500	16:51:49	145
273	34 WILMOTT WY	401/  63/  /  / 	PRO-1988	$133,500	$133,500	2.01	1030	MOBILE HOM  MDL-02	RD	1	2016	$32,800	$100,700	$133,500	$0	01/01/1988			$95,000	$95,000	16:51:52	146
275	12 WILMOTT WY	401/  65/  /  / 	  1851/ 914	$140,000	$140,000	2.5	1030	MOBILE HOM  MDL-02	RD	1	2016	$30,200	$109,800	$140,000	$79,900	03/19/1990			$98,400	$98,400	16:51:56	147
102896	59 ORFORD RD	408/  19/  /  / 	  1633/0016	$500	$148,400	6.2	6224	HWUN-4	RD	1	2016	$0	$148,400	$148,400	$0	02/23/1977			$400	$69,900	16:51:57	148
102770	100 RIVER RD	402/  85/  /  / 	  4102/0216	$813,200	$988,800	38.81	1010	SINGLE FAM MDL01	RD	1	2016	$632,600	$356,200	$988,800	$550,000	12/19/2014			$768,500	$927,800	16:51:59	149
102771	355 ORFORD RD	406/  5/  /  / 	  4315/0624	$292,200	$292,200	1.4	1010	SINGLE FAM MDL01		1	2016	$155,400	$136,800	$292,200	$250,000	10/03/2017	$130,000	11/22/2016	$235,900	$235,900	16:52:03	150
102772	131 GRAFTON TK	413/  4/  /  / 	  3848/0046	$14,800	$519,500	372	6232	HWUNR-2	ELD	1	2016	$0	$519,500	$519,500	$0	12/30/2011	$650,000	01/29/2007	$14,800	$447,800	16:52:04	151
276	6 WILMOTT WY	401/  66/  /  / 	  4196/0207	$306,500	$306,500	1.5	1010	SINGLE FAM MDL01	RD	1	2016	$133,100	$173,400	$306,500	$299,900	01/04/2016	$140,000	08/15/1994	$290,100	$290,100	16:52:08	152
278	50 RIVER RD	401/  68/  /  / 	  4104/ 142	$350,300	$472,900	43.47	1010	SINGLE FAM MDL01	RD	1	2016	$159,300	$313,600	$472,900	$0	12/19/2014			$240,800	$350,100	16:52:10	153
102897	60 ORFORD RD	408/  20/  /  / 	  1633/0016	$337,800	$352,800	4.95	1093	MLTI HS WF		4	2016	$72,500	$280,300	$352,800	$0	02/23/1977			$313,100	$330,000	16:52:14	154
59	36 UNION ST	201/  39/  /  / 	002867/0533	$511,800	$511,800	0.39	1010	SINGLE FAM MDL01	LCD	1	2016	$355,300	$156,500	$511,800	$210,000	08/04/2003	$169,000	11/09/2001	$496,100	$496,100	16:52:16	155
60	32 UNION ST	201/  40/  /  / 	 	$704,000	$704,000	1.55	1040	TWO FAMILY	LCD	1	2016	$485,100	$218,900	$704,000	$0				$635,400	$635,400	16:52:20	156
859	70 ORFORD RD	408/  22/  1000/  / 	  1903/ 0413	$1,021,800	$1,021,800	13.45	3880	CABNCOLONY	RD	21	2016	$342,600	$679,200	$1,021,800	$0	04/01/1991			$870,500	$870,500	16:52:24	157
63	28 UNION ST	201/  43/  /  / 	  4023/0682	$490,500	$490,500	2.55	111C	APT 4-UNT  MDL-94	LCD	1	2016	$258,400	$232,100	$490,500	$0	11/06/2013	$160,000	02/27/1989	$386,600	$386,600	16:52:28	158
64	26 UNION ST	201/  44/  /  / 	  2161/0118	$322,100	$322,100	1.6	1010	SINGLE FAM MDL01	LCD	1	2016	$103,900	$218,200	$322,100	$80,000	09/22/1995			$262,500	$262,500	16:52:32	159
66	22 UNION ST	201/  46/  /  / 	  3368/0837	$449,700	$449,700	1.28	1040	TWO FAMILY	LCD	1	2016	$218,800	$230,900	$449,700	$0	01/12/2007			$408,400	$408,400	16:52:34	160
68	5 BROOK LN	201/  48/  /  / 	  3695/0434	$284,100	$284,100	2.3	1010	SINGLE FAM MDL01	RD	1	2016	$127,000	$157,100	$284,100	$0	04/21/2010			$256,600	$256,600	16:52:38	161
69	4 BROOK LN	201/  49/  /  / 	 	$8,600	$8,600	0.41	9010	STATE NH	RD	1	2016	$0	$8,600	$8,600	$0				$8,400	$8,400	16:52:40	162
71	Problem loading parcel PID 71, Map 201 Lot 50
76	11 UNION ST	201/  51/  1000/  / 	  4086/0348	$783,100	$783,100	2	1010	SINGLE FAM MDL01	LCD	1	2016	$548,700	$234,400	$783,100	$515,000	10/03/2014	$150,000	06/30/1986	$743,900	$743,900	16:52:46	164
78	15 UNION ST	201/  52/  /  / 	  2809/0420	$390,300	$390,300	1	1010	SINGLE FAM MDL01	LCD	1	2016	$173,800	$216,500	$390,300	$225,000	04/25/2003			$323,000	$323,000	16:52:50	165
79	17 UNION ST	201/  53/  /  / 	  0909/0569	$333,300	$333,300	0.99	1010	SINGLE FAM MDL01	LCD	1	2016	$116,800	$216,500	$333,300	$0				$295,600	$295,600	16:52:54	166
80	21 UNION ST	201/  54/  /  / 	 	$618,800	$618,800	18	906R	CHURCH ETC  MDL-01	LCD	1	2016	$301,600	$317,200	$618,800	$0				$491,900	$491,900	16:52:55	167
81	25 UNION ST	201/  55/  /  / 	  1659/0083	$429,800	$429,800	1.4	0130	PRI RES	LCD	1	2016	$139,400	$290,400	$429,800	$190,000	03/01/1987			$374,600	$374,600	16:52:58	168
82	27 UNION ST	201/  56/  /  / 	  3046/0166	$417,000	$417,000	0.67	1040	TWO FAMILY	LCD	1	2016	$217,700	$199,300	$417,000	$210,000	08/12/2004	$133,000	06/03/1986	$344,600	$344,600	16:53:00	169
84	35 UNION ST (ELEM SCHOOL)	201/  58/  /  / 	 	$5,187,300	$5,187,300	6.8	903C	MUNICPAL  MDL-94	LCD	1	2016	$3,187,200	$2,000,100	$5,187,300	$0				$4,187,900	$4,187,900	16:53:03	170
85	39 UNION ST (LITTLE COMMON)	201/  59/  /  / 	 	$16,900	$16,900	0.38	9035	TOWN-PROP	LCD	1	2016	$0	$16,900	$16,900	$0				$16,400	$16,400	16:53:05	171
86	37 UNION ST	201/  60/  /  / 	  3138/0802	$700,600	$700,600	1.1	1010	SINGLE FAM MDL01	LCD	1	2016	$471,700	$228,900	$700,600	$513,000	05/11/2005			$623,700	$623,700	16:53:08	172
87	19 EAST THETFORD RD	201/  61/  /  / 	4083-0169	$635,700	$635,700	1.5	1010	SINGLE FAM MDL01	LCD	1	2016	$379,700	$256,000	$635,700	$660,000	09/16/2014			$598,800	$598,800	16:53:12	173
91	2 HAMILTON LN	201/  65/  /  / 	  2866/0001	$803,300	$803,300	0.81	1090	MULTI HSES	LCD	2	2016	$526,300	$277,000	$803,300	$0	03/06/2012	$135,000	06/08/1988	$740,800	$740,800	16:53:15	174
92	8 EAST THETFORD RD	201/  66/  /  / 	  3677/0115	$257,300	$257,300	0.67	1010	SINGLE FAM MDL01	LCD	1	2016	$77,800	$179,500	$257,300	$0	01/20/2010	$102,000	01/09/1995	$212,500	$212,500	16:53:18	175
93	6 EAST THETFORD RD	201/  67/  /  / 	  4321/0698	$570,100	$570,100	0.70	1010	SINGLE FAM MDL01	LCD	1	2016	$365,800	$204,300	$570,100	$589,000	10/30/2017	$485,000	09/16/2008	$486,900	$486,900	16:53:20	176
94	4 EAST THETFORD RD	201/  68/  /  / 	  2263/0290	$551,900	$551,900	0.55	1010	SINGLE FAM MDL01	LCD	1	2016	$372,700	$179,200	$551,900	$208,000	07/29/1997	$126,600	10/06/1993	$445,300	$445,300	16:53:24	177
99	1 MAIN          ST (33% INT)	201/  70/  0010/  / 	  4023/0680	$295,700	$295,700	0.00	340C	OFF CONDO  MDL-94	LCD	1	2016	$295,700	$0	$295,700	$0	11/06/2013	$123,810	07/21/1993	$308,800	$308,800	16:53:27	178
101	1 MAIN          ST (67% INT)	201/  70/  0020/  / 	  4023/0680	$543,900	$543,900	0.00	340C	OFF CONDO  MDL-94	LCD	2	2016	$543,900	$0	$543,900	$0	11/06/2013	$215,048	12/31/1992	$543,200	$543,200	16:53:30	179
103	10 LATHAM LN	201/  72/  /  / 	  3650/0629	$289,200	$289,200	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	$104,100	$185,100	$289,200	$274,533	10/02/2009	$3,800	03/25/2008	$278,900	$278,900	16:53:33	180
104	5 MAIN ST	201/  73/  /  / 	  3457/0514	$1,449,300	$1,449,300	0.96	3220	STORE/SHOP  MDL-94	LCD	1	2016	$1,055,000	$394,300	$1,449,300	$500,000	10/12/2007	$400,000	01/02/1987	$1,222,500	$1,222,500	16:53:36	181
105	7 MAIN ST	201/  74/  /  / 	  3452/0881	$510,400	$510,400	0.4	3400	OFFICE BLD  MDL-94	LCD	1	2016	$236,100	$274,300	$510,400	$0	09/13/2007	$225,000	06/24/1988	$468,200	$468,200	16:53:40	182
106	9 MAIN ST	201/  75/  /  / 	  2305/0161	$1,909,300	$1,909,300	5.40	3020	INNS	LCD	3	2016	$1,421,000	$488,300	$1,909,300	$0	03/06/1998	$400,000	05/15/1989	$1,552,700	$1,552,700	16:53:42	183
107	13 MAIN ST	201/  76/  /  / 	  3045/0960	$623,200	$623,200	0.31	3220	STORE/SHOP  MDL-94	LCD	2	2016	$359,500	$263,700	$623,200	$0	08/30/2004	$450,000	01/18/1988	$574,400	$574,400	16:53:45	184
111	1 PLEASANT ST (OLD CEMETERY	201/  78/  /  / 	 	$429,100	$429,100	3.7	9035	TOWN-PROP		1	2016	$4,400	$424,700	$429,100	$0				$341,700	$341,700	16:53:47	185
102937	ROW  TOWN OF LYME	100/  5/  /  / 	  0000/0000	$5,600	$5,600	0.00	3900	DEVEL LAND		1	2016	$5,600	$0	$5,600	$0	01/01/2001			$5,000	$5,000	16:53:51	186
120	4 BRITTON LN	201/  83/  /  / 	  4421/0347	$822,900	$822,900	4.2	3160	COMM WHSE	LCD	1	2016	$462,100	$360,800	$822,900	$675,000	03/18/2019	$4,000	01/25/1989	$739,200	$739,200	16:53:53	187
121	34 PLEASANT ST	201/  84/  /  / 	  3729/0847	$224,200	$224,200	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	$73,100	$151,100	$224,200	$115,000	09/10/2010	$242,533	09/23/2005	$188,800	$188,800	16:53:55	188
689	22 POST POND LN	407/  29/  /  / 	  4425/0328	$463,000	$508,400	12.2	1010	SINGLE FAM MDL01	RD	1	2016	$301,300	$207,100	$508,400	$385,000	04/05/2019	$440,000	04/10/2008	$365,900	$407,100	16:53:57	189
690	16 POST POND LN	407/  30/  /  / 	  3990/0020	$926,900	$926,900	3.7	1010	SINGLE FAM MDL01	RD	1	2016	$726,400	$200,500	$926,900	$770,000	06/25/2013	$850,000	05/06/2008	$783,500	$783,500	16:54:01	190
102737	51 HIGH ST	201/  134/  /  / 	  4238/0547	$1,050,800	$1,050,800	9.9	1010	SINGLE FAM MDL01	LCD	1	2016	$682,300	$368,500	$1,050,800	$360,000	10/03/2016	$209,000	06/26/2006	$893,900	$893,900	16:54:04	191
691	11 NORTH THETFORD RD	407/  31/  /  / 	  4179/ 118	$600,600	$653,500	23.28	0101	Single Fam	RD	1	2016	$387,700	$265,800	$653,500	$275,000	12/16/2015			$575,000	$622,400	16:54:07	192
696	33 NORTH THETFORD RD	407/  36/  /  / 	  1558/0885	$493,000	$493,000	4.7	1010	SINGLE FAM MDL01	RD	1	2016	$301,800	$191,200	$493,000	$0				$460,200	$460,200	16:54:10	193
697	7 TURNER LN	407/  37/  /  / 	  4099/0876	$327,500	$406,000	11.19	1010	SINGLE FAM MDL01	RD	1	2016	$191,400	$214,600	$406,000	$380,000	12/08/2014	$215,050	09/20/1990	$322,900	$378,200	16:54:14	194
698	15 TURNER LN	407/  38/  /  / 	  4538/ 990	$665,700	$665,700	4.7	1010	SINGLE FAM MDL01		1	2016	$486,500	$179,200	$665,700	$675,733	07/24/2020	$162,000	08/30/1989	$643,900	$643,900	16:54:16	195
700	57 NORTH THETFORD RD	407/  40/  /  / 	002842/0827	$126,500	$126,500	0.33	1030	MOBILE HOM  MDL-02	RD	1	2016	$48,900	$77,600	$126,500	$45,000	06/24/2003			$113,800	$113,800	16:54:19	196
701	52 NORTH THETFORD RD	407/  41/  /  / 	  1680/ 554	$384,700	$384,700	4.2	1010	SINGLE FAM MDL01		1	2016	$208,100	$176,600	$384,700	$0	06/30/1987			$293,100	$293,100	16:54:21	197
702	48 NORTH THETFORD RD	407/  42/  /  / 	  4533/ 221	$365,500	$365,500	3.2	1010	SINGLE FAM MDL01		1	2016	$216,000	$149,500	$365,500	$382,000	07/02/2020	$335,000	06/24/2015	$333,000	$333,000	16:54:24	198
703	38 NORTH THETFORD RD	407/  43/  /  / 	  PRO-/1995	$258,200	$258,200	6.5	1010	SINGLE FAM MDL01	RD	1	2016	$66,400	$191,800	$258,200	$0	02/24/1995	$38,000	08/24/1970	$201,100	$201,100	16:54:25	199
704	8 PUSHEE FALLS LN	407/  44/  /  / 	  1039/0179	$295,600	$295,600	1.3	1010	SINGLE FAM MDL01	RD	1	2016	$146,600	$149,000	$295,600	$0				$240,300	$240,300	16:54:29	200
705	4 PUSHEE FALLS LN	407/  45/  /  / 	  1895/0176	$10,800	$10,800	1.6	1060	AC LND IMP	RD	1	2016	$2,000	$8,800	$10,800	$0	01/07/1991			$10,000	$10,000	16:54:30	201
708	18 NORTH THETFORD RD	407/  48/  /  / 	  4108/ 800	$302,500	$302,500	2.8	1010	SINGLE FAM MDL01	RD	1	2016	$144,900	$157,600	$302,500	$0	01/28/2015	$75,000	11/30/2006	$272,800	$272,800	16:54:32	202
707	22 NORTH THETFORD RD	407/  47/  /  / 	  4052/0529	$371,300	$371,300	3.8	1010	SINGLE FAM MDL01	RD	1	2016	$205,100	$166,200	$371,300	$0	04/30/2014	$336,000	07/15/2002	$358,100	$358,100	16:54:35	203
725	1 CULVER HILL LN	407/  59/  /  / 	  3229/0120	$664,300	$748,000	11.3	1010	SINGLE FAM MDL01	RD	1	2016	$446,600	$301,400	$748,000	$550,000	12/27/2005	$750,000	08/28/2002	$582,600	$658,300	16:54:39	204
734	1 TAVERN LN	407/  60/  1000/  / 	  4058/0925	$820,600	$820,600	6.01	1010	SINGLE FAM MDL01	RD	1	2016	$552,900	$267,700	$820,600	$715,066	05/30/2014	$540,000	09/10/1999	$754,900	$754,900	16:54:41	205
735	3 TAVERN LN	407/  60/  2000/  / 	  2560/0339	$270,500	$270,500	5.51	1300	RES ACLNDV	RD	1	2016	$0	$270,500	$270,500	$116,000	07/17/2001	$95,000	06/01/1999	$205,100	$205,100	16:54:43	206
569	651 RIVER RD	405/  30/  1000/  / 	  2397/0110	$1,315,900	$1,459,900	22.56	3020	INNS		2	2016	$828,800	$631,100	$1,459,900	$632,500	06/03/1999	$958,500	04/22/1999	$1,124,000	$1,250,500	16:54:46	207
616	376 ORFORD RD	406/  12/  /  / 	  4334/0164	$556,900	$556,900	4.3	1040	TWO FAMILY	RD	1	2016	$403,700	$153,200	$556,900	$0	12/26/2017	$173,000	07/16/1999	$404,800	$404,800	16:54:49	208
717	241 ORFORD RD	407/  54/  /  / 	  4183/ 134	$9,600	$447,800	74.1	6610	SPI FARMR	RD	1	2016	$0	$447,800	$447,800	$400,000	01/07/2016			$9,600	$405,000	16:54:51	209
719	236 ORFORD RD	407/  55/  /  / 	  2105/0755	$498,900	$622,200	12.55	1010	SINGLE FAM MDL01	RD	1	2016	$341,500	$280,700	$622,200	$150,000	08/15/1994	$160,000	12/02/1989	$366,200	$366,200	16:54:53	210
723	186 ORFORD RD	407/  57/  /  / 	  4385/0543	$354,700	$354,700	2.6	1010	SINGLE FAM MDL01	RD	1	2016	$209,100	$145,600	$354,700	$234,000	08/31/2018	$90,476	07/30/1993	$248,500	$248,500	16:54:56	211
724	15 WHIPPLE HILL RD	407/  58/  1000/  / 	  4197/0226	$22,000	$466,700	58.8	6506	FARM-6	RD	1	2016	$0	$466,700	$466,700	$0	03/29/2016			$22,000	$425,900	16:54:58	212
738	41 CULVER HILL LN	407/  60/  5000/  / 	  4623/ 491	$646,500	$646,500	9.55	1010	SINGLE FAM MDL01	RD	1	2016	$375,400	$271,100	$646,500	$0	04/22/2021	$535,000	03/19/2013	$537,600	$537,600	16:55:00	213
740	48 CULVER HILL LN	407/  60/  7000/  / 	  3736/0631	$970,800	$970,800	5.13	1090	MULTI HSES	RD	2	2016	$673,000	$297,800	$970,800	$960,000	09/29/2010	$616,000	08/01/2001	$950,300	$950,300	16:55:02	214
741	63 CULVER HILL LN	407/  61/  /  / 	  2528/0934	$389,300	$509,500	30	1010	SINGLE FAM MDL01		1	2016	$146,100	$363,400	$509,500	$2,666	04/04/2001			$283,100	$390,700	16:55:06	215
742	56 CULVER HILL LN	407/  62/  /  / 	  4121/0857	$868,800	$939,500	15.2	1010	SINGLE FAM MDL01	RD	1	2016	$594,700	$344,800	$939,500	$0	04/20/2015	$938,000	03/10/2006	$814,800	$878,900	16:55:09	216
743	23 CLOVER MILL LN	407/  63/  /  / 	  4600/ 687	$542,000	$542,000	9.32	1010	SINGLE FAM MDL01	RD	1	2016	$234,900	$307,100	$542,000	$0	02/08/2021	$430,000	08/25/2012	$470,200	$470,200	16:55:12	217
744	20 CULVER HILL LN	407/  64/  /  / 	  3276/0037	$741,600	$827,000	19.6	1010	SINGLE FAM MDL01	RD	1	2016	$519,100	$307,900	$827,000	$810,000	05/01/2006	$43,200	11/25/1998	$702,000	$779,300	16:55:15	218
745	37 WHIPPLE HILL RD	407/  65/  /  / 	  4214/0312	$7,000	$273,700	21.7	6515	FARMR-5		1	2016	$0	$273,700	$273,700	$0	06/22/2016	$155,000	03/19/1999	$7,000	$290,000	16:55:17	219
746	63 WHIPPLE HILL RD	407/  66/  /  / 	  4214/0312	$954,900	$954,900	7.74	1010	SINGLE FAM MDL01	RD	1	2016	$657,300	$297,600	$954,900	$0	06/22/2016	$500,000	02/28/1997	$872,500	$872,500	16:55:18	220
747	19 CLOVER MILL LN	407/  67/  /  / 	  3991/0263	$724,800	$724,800	5.31	1010	SINGLE FAM MDL01	RD	1	2016	$394,000	$330,800	$724,800	$199,000	06/27/2013	$1,182,533	04/30/2004	$591,100	$591,100	16:55:19	221
748	27 CLOVER MILL LN	407/  68/  /  / 	  4220/0520	$735,800	$842,100	28.92	1010	SINGLE FAM MDL01	RD	1	2016	$424,400	$417,700	$842,100	$740,500	07/09/2016	$214,800	07/02/2012	$625,800	$722,300	16:55:22	222
102759	105 RIVER RD	402/  88/  /  / 	  4102/0216	$600	$20,100	2.1	6514	FARMR-4	RD	1	2016	$0	$20,100	$20,100	$550,000	12/19/2014			$600	$16,900	16:55:24	223
749	28 CLOVER MILL LN	407/  69/  /  / 	  4560/ 317	$1,540,000	$1,651,100	36.97	1010	SINGLE FAM MDL01	RD	1	2016	$1,062,400	$588,700	$1,651,100	$1,557,500	09/30/2020	$1,087,533	09/29/2003	$1,428,100	$1,547,800	16:55:26	224
750	16 CLOVER MILL LN	407/  70/  /  / 	  4541/ 556	$1,198,700	$1,198,700	5.06	1010	SINGLE FAM MDL01	RD	1	2016	$926,200	$272,500	$1,198,700	$1,188,733	07/31/2020	$935,000	10/05/2012	$1,029,200	$1,029,200	16:55:29	225
751	79 WHIPPLE HILL RD	407/  71/  /  / 	  4326/0549	$469,600	$527,800	11.74	1010	SINGLE FAM MDL01	RD	1	2016	$299,700	$228,100	$527,800	$550,000	11/20/2017	$69,524	03/13/1991	$426,300	$479,100	16:55:33	226
753	95 WHIPPLE HILL RD	407/  73/  /  / 	  4311/0615	$776,900	$884,900	24.4	1010	SINGLE FAM MDL01		1	2016	$475,900	$409,000	$884,900	$834,000	09/18/2017	$90,000	03/13/1987	$763,700	$861,700	16:55:37	227
754	101 WHIPPLE HILL RD	407/  74/  /  / 	  4382/0524	$686,000	$932,600	79.9	0101	Single Fam	RD	1	2016	$506,500	$426,100	$932,600	$0	08/20/2018	$635,000	07/31/2006	$673,100	$896,600	16:55:39	228
755	111 WHIPPLE HILL RD	407/  75/  /  / 	  1900/0774	$340,400	$340,400	2	1010	SINGLE FAM MDL01		1	2016	$167,000	$173,400	$340,400	$108,762	03/11/1991	$6,400	09/14/1983	$255,100	$255,100	16:55:43	229
757	36 MUD TURTLE POND RD	407/  77/  /  / 	  3634/0693	$251,800	$251,800	70	9030	MUNICPAL  MDL-00	RD	1	2016	$0	$251,800	$251,800	$0	08/03/2009	$4,000	07/18/1997	$226,900	$226,900	16:55:46	230
758	135 WHIPPLE HILL RD	407/  78/  /  / 	  1822/ 991	$288,200	$346,200	20	1010	SINGLE FAM MDL01		1	2016	$122,500	$223,700	$346,200	$4,000	09/14/1989			$237,000	$289,600	16:55:48	231
759	149 WHIPPLE HILL RD	407/  79/  /  / 	  4509/ 214	$281,300	$281,300	5.45	1010	SINGLE FAM MDL01		1	2016	$103,400	$177,900	$281,300	$0	04/01/2020	$1,500	05/29/1968	$234,900	$234,900	16:55:52	232
