PID	Street Address	MBLU	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Year	Improvements	Land	Total	
966	185 DORCHESTER RD	409/  19/  /  / 	$474,800	$474,800	0.87	1010	SINGLE FAM MDL01	LCD	1	2016	$330,800	$144,000	$474,800	10:12:28	661
967	187 DORCHESTER RD	409/  20/  /  / 	$590,500	$590,500	1.5	1010	SINGLE FAM MDL01	LCD	1	2016	$438,500	$152,000	$590,500	10:12:32	662
968	11 ACORN HILL RD	409/  21/  /  / 	$294,500	$421,600	27	1010	SINGLE FAM MDL01	RD	1	2016	$168,400	$253,200	$421,600	10:12:37	663
971	22 POUT POND LN	409/  24/  /  / 	$328,400	$328,400	6.9	1010	SINGLE FAM MDL01	RD	1	2016	$191,500	$136,900	$328,400	10:12:39	664
972	38 ACORN HILL RD	409/  25/  /  / 	$1,600	$122,200	12.5	6135	WPUNR-5	RD	1	2016	$0	$122,200	$122,200	10:12:42	665
973	34 ACORN HILL RD	409/  26/  /  / 	$363,400	$363,400	2.9	1010	SINGLE FAM MDL01	RD	1	2016	$246,700	$116,700	$363,400	10:12:44	666
974	26 ACORN HILL RD	409/  27/  /  / 	$579,000	$655,800	17.8	1010	SINGLE FAM MDL01	RD	1	2016	$395,700	$260,100	$655,800	10:12:46	667
975	28 ACORN HILL RD	409/  28/  /  / 	$900	$202,400	19.9	6324	OTUN-4	RD	1	2016	$0	$202,400	$202,400	10:12:48	668
976	20 ACORN HILL RD	409/  29/  /  / 	$366,000	$366,000	9.8	1010	SINGLE FAM MDL01	RD	1	2016	$198,300	$167,700	$366,000	10:12:50	669
979	197 DORCHESTER RD	409/  32/  /  / 	$186,300	$186,300	1.4	1010	SINGLE FAM MDL01	RD	1	2016	$87,600	$98,700	$186,300	10:12:54	670
981	201 DORCHESTER RD	409/  34/  /  / 	$324,100	$324,100	1.1	1010	SINGLE FAM MDL01		1	2016	$226,600	$97,500	$324,100	10:12:58	671
982	215 DORCHESTER RD	409/  35/  /  / 	$177,300	$177,300	3.2	1010	SINGLE FAM MDL01	RD	1	2016	$72,500	$104,800	$177,300	10:13:00	672
984	227 DORCHESTER RD	409/  37/  /  / 	$168,600	$168,600	2	1010	SINGLE FAM MDL01	RD	1	2016	$78,500	$90,100	$168,600	10:13:03	673
986	1 FLINT HILL RD	409/  39/  /  / 	$219,100	$219,100	1.7	1010	SINGLE FAM MDL01	RD	1	2016	$122,600	$96,500	$219,100	10:13:04	674
987	232 DORCHESTER RD	409/  40/  /  / 	$349,100	$572,900	80.7	1010	SINGLE FAM MDL01	RD	1	2016	$231,400	$341,500	$572,900	10:13:06	675
990	224 DORCHESTER RD	409/  43/  /  / 	$4,900	$14,700	10.9	1320	RES ACLNUD	MFD	1	2016	$3,800	$10,900	$14,700	10:13:09	676
991	228 DORCHESTER RD	409/  44/  /  / 	$172,500	$172,500	1.56	1010	SINGLE FAM MDL01	RD	1	2016	$73,200	$99,300	$172,500	10:13:12	677
992	216 DORCHESTER RD	409/  45/  /  / 	$13,500	$599,100	207.89	6135	WPUNR-5	RD	1	2016	$0	$599,100	$599,100	10:13:15	678
993	202 DORCHESTER RD	409/  46/  /  / 	$294,000	$294,000	2.69	1010	SINGLE FAM MDL01	RD	1	2016	$194,900	$99,100	$294,000	10:13:19	679
994	196 DORCHESTER RD	409/  47/  /  / 	$244,400	$244,400	5.1	1010	SINGLE FAM MDL01	RD	1	2016	$121,500	$122,900	$244,400	10:13:21	680
995	188 DORCHESTER RD	409/  48/  /  / 	$160,900	$160,900	0.54	1010	SINGLE FAM MDL01	LCD	1	2016	$111,000	$49,900	$160,900	10:13:24	681
996	182 DORCHESTER RD	409/  49/  /  / 	$474,700	$474,700	2.1	0101	Single Fam	LCD	1	2016	$310,800	$163,900	$474,700	10:13:28	682
997	180 DORCHESTER RD	409/  50/  /  / 	$350,000	$350,000	1.1	1010	SINGLE FAM MDL01	LCD	1	2016	$208,500	$141,500	$350,000	10:13:32	683
998	11 BAKER HILL RD	409/  51/  /  / 	$598,500	$750,400	32.01	1010	SINGLE FAM MDL01	RD	1	2016	$435,600	$314,800	$750,400	10:13:34	684
1002	59 BAKER HILL RD	409/  53/  1000/  / 	$4,800	$125,300	58	6225	HWUN-5	RD	1	2016	$0	$125,300	$125,300	10:13:36	685
1003	57 BAKER HILL RD	409/  53/  2000/  / 	$335,800	$452,800	30	1010	SINGLE FAM MDL01	RD	1	2016	$198,500	$254,300	$452,800	10:13:39	686
1004	63 BAKER HILL RD	409/  54/  /  / 	$455,200	$455,200	7.2	1010	SINGLE FAM MDL01	RD	1	2016	$289,200	$166,000	$455,200	10:13:42	687
1005	67 + 69 BAKER HILL RD	409/  55/  /  / 	$427,600	$427,600	2.2	1090	MULTI HSES	RD	2	2016	$303,600	$124,000	$427,600	10:13:43	688
1006	71 BAKER HILL RD	409/  56/  /  / 	$220,300	$220,300	0.97	1010	SINGLE FAM MDL01	RD	1	2016	$113,800	$106,500	$220,300	10:13:45	689
1009	95 BAKER HILL RD	409/  57/  /  / 	$10,800	$306,500	75	6514	FARMR-4	RD	1	2016	$0	$306,500	$306,500	10:13:47	690
102692	62 POUT POND LN	414/  9/  2000/  / 	$671,100	$724,500	12.2	1010	SINGLE FAM MDL01	RD	1	2016	$522,900	$201,600	$724,500	10:13:49	691
1015	127 BAKER HILL RD	409/  60/  /  / 	$144,400	$144,400	5.1	1010	SINGLE FAM MDL01	RD	1	2016	$49,200	$95,200	$144,400	10:13:51	692
1016	124 BAKER HILL RD	409/  61/  /  / 	$230,300	$230,300	2	1010	SINGLE FAM MDL01	RD	1	2016	$111,500	$118,800	$230,300	10:13:55	693
1018	25 ISAAC PERKINS RD	409/  63/  /  / 	$121,500	$201,100	12.11	1010	SINGLE FAM MDL01	RD	1	2016	$39,600	$161,500	$201,100	10:13:59	694
1020	47 ISAAC PERKINS RD	409/  65/  /  / 	$233,600	$233,600	4.1	1010	SINGLE FAM MDL01	RD	1	2016	$102,200	$131,400	$233,600	10:14:02	695
1023	54 ISAAC PERKINS RD	409/  68/  /  / 	$298,500	$298,500	5.9	1040	TWO FAMILY	RD	1	2016	$139,700	$158,800	$298,500	10:14:04	696
1024	48 ISAAC PERKINS RD	409/  69/  /  / 	$223,600	$223,600	2.1	1010	SINGLE FAM MDL01	RD	1	2016	$121,200	$102,400	$223,600	10:14:07	697
1025	40 ISAAC PERKINS RD	409/  70/  /  / 	$391,100	$391,100	9.1	1010	SINGLE FAM MDL01	RD	1	2016	$201,800	$189,300	$391,100	10:14:11	698
1026	34 ISAAC PERKINS RD	409/  71/  /  / 	$386,200	$466,500	16.9	1010	SINGLE FAM MDL01	RD	1	2016	$248,000	$218,500	$466,500	10:14:13	699
1027	160 EAST ST	409/  72/  /  / 	$19,100	$354,800	241	6224	HWUN-4	RD	1	2016	$0	$354,800	$354,800	10:14:15	700
1028	65 ALDEN LN	409/  73/  /  / 	$10,500	$10,500	6	1320	RES ACLNUD	RD	1	2016	$0	$10,500	$10,500	10:14:19	701
1030	16 ISAAC PERKINS RD	409/  75/  /  / 	$549,700	$631,000	13	1010	SINGLE FAM MDL01	RD	1	2016	$320,700	$310,300	$631,000	10:14:21	702
1031	10 ISAAC PERKINS-1 ALDEN  RD	409/  76/  /  / 	$227,900	$259,700	11.8	1010	SINGLE FAM MDL01	RD	1	2016	$114,500	$145,200	$259,700	10:14:23	703
1033	60 BAKER HILL RD	409/  78/  /  / 	$369,100	$484,600	32.5	1010	SINGLE FAM MDL01	RD	1	2016	$229,300	$255,300	$484,600	10:14:24	704
1034	62 BAKER HILL RD	409/  79/  /  / 	$28,400	$107,700	37	1060	AC LND IMP	RD	1	2016	$15,300	$92,400	$107,700	10:14:28	705
1035	56 BAKER HILL RD	409/  80/  /  / 	$336,000	$336,000	5.37	1010	SINGLE FAM MDL01	RD	1	2016	$140,800	$195,200	$336,000	10:14:30	706
1037	48 BAKER HILL RD	409/  82/  /  / 	$255,400	$255,400	10.5	1010	SINGLE FAM MDL01	RD	1	2016	$29,400	$226,000	$255,400	10:14:32	707
1039	12 BAKER HILL RD	409/  84/  /  / 	$108,100	$407,700	81.21	1300	RES ACLNDV	RD	1	2016	$0	$407,700	$407,700	10:14:34	708
1040	2 BAKER HILL RD	409/  85/  /  / 	$476,900	$476,900	0.53	1010	SINGLE FAM MDL01	LCD	1	2016	$332,600	$144,300	$476,900	10:14:37	709
1041	176 DORCHESTER RD	409/  86/  /  / 	$454,200	$454,200	0.67	1010	SINGLE FAM MDL01	LCD	1	2016	$301,900	$152,300	$454,200	10:14:40	710
1042	168 DORCHESTER RD	409/  87/  /  / 	$368,400	$368,400	0.71	1010	SINGLE FAM MDL01		1	2016	$228,600	$139,800	$368,400	10:14:42	711
1043	166 DORCHESTER RD	409/  88/  /  / 	$202,700	$202,700	0.22	1010	SINGLE FAM MDL01	LCD	1	2016	$122,000	$80,700	$202,700	10:14:45	712
1045	162 DORCHESTER RD	409/  90/  /  / 	$162,000	$162,000	0.48	1010	SINGLE FAM MDL01	LCD	1	2016	$65,600	$96,400	$162,000	10:14:49	713
1048	130 DORCHESTER RD	409/  93/  /  / 	$4,100	$4,100	0.34	9010	STATE NH	RD	1	2016	$0	$4,100	$4,100	10:14:50	714
1423	1 LAMBERT RG	419/  1/  /  / 	$311,000	$311,000	777.62	9000	US GOVT	MFD	1	2016	$0	$311,000	$311,000	10:14:54	715
1435	7 LAMBERT RG	419/  7/  /  / 	$80,300	$80,300	114.7	9000	US GOVT	MFD	1	2016	$0	$80,300	$80,300	10:14:58	716
1436	8 LAMBERT RG	419/  8/  /  / 	$51,900	$51,900	64.85	9000	US GOVT	MFD	1	2016	$0	$51,900	$51,900	10:15:00	717
1437	545 DORCHESTER RD	419/  9/  /  / 	$166,900	$166,900	89	9000	US GOVT	MFD	1	2016	$0	$166,900	$166,900	10:15:03	718
1438	509 DORCHESTER RD	420/  1/  /  / 	$159,300	$159,300	63	9000	US GOVT	ELD	1	2016	$0	$159,300	$159,300	10:15:06	719
1439	511 DORCHESTER RD	420/  2/  /  / 	$77,200	$77,200	110.35	9000	US GOVT	MFD	1	2016	$0	$77,200	$77,200	10:15:09	720
1440	535 DORCHESTER RD	420/  3/  /  / 	$367,600	$367,600	919	9000	US GOVT	MFD	1	2016	$0	$367,600	$367,600	10:15:12	721
1441	525 DORCHESTER RD	420/  4/  /  / 	$6,800	$6,800	6.8	9000	US GOVT	MFD	1	2016	$0	$6,800	$6,800	10:15:14	722
1442	517 DORCHESTER RD (BEALE CEM	420/  5/  /  / 	$9,200	$9,200	0.57	9035	TOWN-PROP	ELD	1	2016	$0	$9,200	$9,200	10:15:16	723
1443	539 DORCHESTER RD	420/  6/  /  / 	$5,900	$512,400	124	6215	HWMR-5	ELD	1	2016	$0	$512,400	$512,400	10:15:20	724
1446	581 DORCHESTER RD	420/  7/  1000/  / 	$11,000	$595,200	243	6104	WPM-4	ELD	1	2016	$0	$595,200	$595,200	10:15:21	725
1447	601 DORCHESTER RD	420/  7/  2000/  / 	$2,700	$230,300	40.2	1060	AC LND IMP	ELD	1	2016	$200	$230,100	$230,300	10:15:23	726
1449	623 DORCHESTER RD	420/  9/  /  / 	$258,900	$258,900	0.87	1013	SFR WATER  MDL-01	ELD	1	2016	$79,000	$179,900	$258,900	10:15:26	727
1450	625 DORCHESTER RD	420/  10/  /  / 	$80,600	$80,600	0.62	1060	AC LND IMP	ELD	1	2016	$16,600	$64,000	$80,600	10:15:30	728
1451	629 DORCHESTER RD	420/  11/  /  / 	$205,500	$205,500	0.17	1013	SFR WATER  MDL-01	ELD	1	2016	$86,700	$118,800	$205,500	10:15:33	729
1455	638 DORCHESTER RD	420/  15/  /  / 	$350,500	$350,500	1.00	1013	SFR WATER  MDL-01	ELD	1	2016	$208,300	$142,200	$350,500	10:15:35	730
1456	634 DORCHESTER RD	420/  16/  /  / 	$138,600	$138,600	0.88	1013	SFR WATER  MDL-01	ELD	1	2016	$27,700	$110,900	$138,600	10:15:39	731
1457	632 DORCHESTER RD	420/  17/  /  / 	$255,600	$255,600	2.06	1013	SFR WATER  MDL-01	ELD	1	2016	$123,200	$132,400	$255,600	10:15:43	732
101224	289 GOOSE POND RD	411/  1/  /  / 	$548,800	$617,000	17.27	1080	SFR/ACC UNIT	RD	1	2016	$389,900	$227,100	$617,000	10:15:47	733
101242	34 POUT POND LN	409/  23/  2000/  / 	$753,800	$753,800	8.08	1010	SINGLE FAM MDL01	RD	1	2016	$533,100	$220,700	$753,800	10:15:50	734
1464	552 DORCHESTER RD	420/  24/  /  / 	$1,300	$113,000	33	6232	HWUNR-2	MFD	1	2016	$0	$113,000	$113,000	10:15:52	735
1466	550 DORCHESTER RD	420/  26/  /  / 	$3,600	$315,900	79	6335	OTUNR-5	ELD	1	2016	$0	$315,900	$315,900	10:15:55	736
1468	500 DORCHESTER RD	420/  28/  /  / 	$418,700	$517,900	30.5	1040	TWO FAMILY	ELD	1	2016	$232,700	$285,200	$517,900	10:15:57	737
888	18 HORTON LN	408/  47/  2000/  / 	$800	$163,200	12.7	6124	WPUN-4	RD	1	2016	$0	$163,200	$163,200	10:16:01	738
891	129 FRANKLIN HILL RD	408/  48/  2000/  / 	$447,900	$513,500	12.75	1010	SINGLE FAM MDL01	RD	1	2016	$334,900	$178,600	$513,500	10:16:04	739
892	145 FRANKLIN HILL RD	408/  48/  1000/  / 	$5,100	$310,700	44.4	6515	FARMR-5	RD	1	2016	$0	$310,700	$310,700	10:16:08	740
897	3 HARDSCRABBLE LN	408/  52/  /  / 	$6,100	$359,800	14.4	6506	FARM-6	RD	1	2016	$0	$359,800	$359,800	10:16:10	741
101442	44 FRANKLIN HILL RD	408/  75/  3000/  / 	$35,400	$277,900	36	1060	AC LND IMP	RD	1	2016	$3,300	$274,600	$277,900	10:16:12	742
101462	230 RIVER RD	402/  74/  2000/  / 	$1,017,400	$1,017,400	6.6	1010	SINGLE FAM MDL01	RD	1	2016	$840,900	$176,500	$1,017,400	10:16:16	743
101483	192 GOOSE POND RD	410/  71/  /  / 	$119,900	$119,900	11.4	1300	RES ACLNDV	RD	1	2016	$0	$119,900	$119,900	10:16:20	744
900	18 + 20 HARDSCRABBLE LN	408/  55/  /  / 	$909,300	$1,122,200	32.5	1090	MULTI HSES	RD	2	2016	$517,700	$604,500	$1,122,200	10:16:23	745
901	172 ACORN HILL RD	408/  56/  /  / 	$205,700	$205,700	0.94	1010	SINGLE FAM MDL01	RD	1	2016	$96,400	$109,300	$205,700	10:16:25	746
907	112 ACORN HILL RD	408/  57/  1000/  / 	$700	$240,800	10.51	6233	HWUNR-3	RD	1	2016	$0	$240,800	$240,800	10:16:29	747
908	118 ACORN HILL RD	408/  57/  2000/  / 	$3,300	$313,900	13.26	6514	FARMR-4	RD	1	2016	$0	$313,900	$313,900	10:16:32	748
909	146 ACORN HILL RD	408/  57/  3000/  / 	$1,791,500	$2,287,400	110.62	1010	SINGLE FAM MDL01	RD	1	2016	$1,308,200	$979,200	$2,287,400	10:16:34	749
910	160 ACORN HILL RD	408/  57/  4000/  / 	$656,000	$794,000	22.08	1010	SINGLE FAM MDL01	RD	1	2016	$411,800	$382,200	$794,000	10:16:36	750
911	82 ACORN HILL RD	408/  58/  /  / 	$692,300	$1,177,500	103.1	1010	SINGLE FAM MDL01		1	2016	$382,300	$795,200	$1,177,500	10:16:38	751
912	70 ACORN HILL RD	408/  59/  /  / 	$3,700	$69,200	10.07	6504	FARM-4	RD	1	2016	$0	$69,200	$69,200	10:16:42	752
913	62 ACORN HILL RD	408/  60/  /  / 	$127,300	$127,300	0.87	1010	SINGLE FAM MDL01	RD	1	2016	$26,500	$100,800	$127,300	10:16:45	753
915	21 POUT POND LN	408/  61/  1000/  / 	$244,500	$244,500	5.02	1010	SINGLE FAM MDL01		1	2016	$134,200	$110,300	$244,500	10:16:47	754
916	29 POUT POND LN	408/  61/  2000/  / 	$284,600	$284,600	5.25	1010	SINGLE FAM MDL01	RD	1	2016	$143,400	$141,200	$284,600	10:16:50	755
917	53 ACORN HILL RD	408/  62/  /  / 	$413,100	$413,100	3.80	1090	MULTI HSES	RD	2	2016	$249,900	$163,200	$413,100	10:16:51	756
923	115 ACORN HILL RD	408/  66/  /  / 	$154,600	$154,600	7.70	1030	MOBILE HOM  MDL-02	RD	2	2016	$26,300	$128,300	$154,600	10:16:53	757
924	145 ACORN HILL RD	408/  67/  /  / 	$6,500	$393,000	67	6516	FARMR-6	RD	1	2016	$0	$393,000	$393,000	10:16:56	758
925	171 ACORN HILL RD (LAND ONLY)	408/  68/  /  / 	$400	$400	0.04	9035	TOWN-PROP	RD	1	2016	$0	$400	$400	10:16:58	759
935	114 FRANKLIN HILL RD	408/  70/  2000/  / 	$645,300	$645,300	5.00	1010	SINGLE FAM MDL01	RD	2	2016	$412,900	$232,400	$645,300	10:17:02	760
940	84 FRANKLIN HILL RD	408/  71/  2000/  / 	$566,300	$654,600	12.10	1010	SINGLE FAM MDL01	RD	1	2016	$406,400	$248,200	$654,600	10:17:06	761
941	76 FRANKLIN HILL RD	408/  72/  /  / 	$524,200	$524,200	0.99	1010	SINGLE FAM MDL01	RD	1	2016	$361,200	$163,000	$524,200	10:17:09	762
942	70 FRANKLIN HILL RD	408/  73/  /  / 	$599,800	$599,800	2.41	1010	SINGLE FAM MDL01	RD	1	2016	$377,500	$222,300	$599,800	10:17:12	763
943	66 FRANKLIN HILL RD	408/  74/  /  / 	$488,000	$488,000	2.34	1010	SINGLE FAM MDL01	RD	1	2016	$301,800	$186,200	$488,000	10:17:14	764
944	56 FRANKLIN HILL RD	408/  75/  1000/  / 	$536,900	$622,300	21.1	1010	SINGLE FAM MDL01	RD	1	2016	$309,200	$313,100	$622,300	10:17:18	765
947	1 FRANKLIN HILL RD	409/  3/  /  / 	$405,400	$405,400	3.24	1010	SINGLE FAM MDL01	RD	1	2016	$311,900	$93,500	$405,400	10:17:22	766
949	14 FRANKLIN HILL RD	409/  5/  /  / 	$550,600	$1,001,400	112	1010	SINGLE FAM MDL01	RD	1	2016	$349,600	$651,800	$1,001,400	10:17:24	767
952	147 DORCHESTER RD	409/  8/  /  / 	$191,600	$191,600	2.36	1010	SINGLE FAM MDL01	RD	1	2016	$94,600	$97,000	$191,600	10:17:26	768
953	165 DORCHESTER RD	409/  9/  /  / 	$326,700	$326,700	0.5	1010	SINGLE FAM MDL01	LCD	1	2016	$196,900	$129,800	$326,700	10:17:28	769
1123	179 GOOSE POND RD	410/  60/  /  / 	$129,900	$129,900	21	1030	MOBILE HOM  MDL-02	RD	1	2016	$14,500	$115,400	$129,900	10:17:29	770
1125	193 GOOSE POND RD	410/  62/  /  / 	$56,800	$56,800	0.3	1030	MOBILE HOM  MDL-02	RD	1	2016	$12,200	$44,600	$56,800	10:17:32	771
1251	261 DORCHESTER RD	414/  29/  /  / 	$482,800	$537,500	12	1010	SINGLE FAM MDL01	RD	1	2016	$382,500	$155,000	$537,500	10:17:36	772
1255	265 DORCHESTER RD	414/  30/  1000/  / 	$409,900	$409,900	7.6	1010	SINGLE FAM MDL01	ES	1	2016	$284,600	$125,300	$409,900	10:17:39	773
1256	263 DORCHESTER RD	414/  30/  2000/  / 	$354,100	$354,100	4.41	1010	SINGLE FAM MDL01	RD	1	2016	$244,700	$109,400	$354,100	10:17:42	774
1097	12 CLAFLIN LN	410/  34/  /  / 	$900	$152,500	15	6234	HWUNR-4	RD	1	2016	$0	$152,500	$152,500	10:17:43	775
983	225 DORCHESTER RD	409/  36/  /  / 	$111,300	$111,300	5.8	1030	MOBILE HOM  MDL-02	RD	1	2016	$4,600	$106,700	$111,300	10:17:46	776
1022	68 ISAAC PERKINS RD	409/  67/  /  / 	$396,600	$589,500	52.00	1010	SINGLE FAM MDL01	RD	1	2016	$256,100	$333,400	$589,500	10:17:48	777
1038	14 BAKER HILL RD	409/  83/  /  / 	$158,400	$158,400	0.47	1010	SINGLE FAM MDL01	RD	1	2016	$70,800	$87,600	$158,400	10:17:50	778
1265	343 DORCHESTER RD	414/  34/  /  / 	$368,000	$368,000	3.1	1010	SINGLE FAM MDL01		1	2016	$249,900	$118,100	$368,000	10:17:51	779
1266	353 DORCHESTER RD	414/  35/  /  / 	$442,400	$442,400	5.5	1010	SINGLE FAM MDL01	RD	1	2016	$302,300	$140,100	$442,400	10:17:54	780
1267	359 DORCHESTER RD	414/  36/  /  / 	$313,600	$313,600	2.32	1010	SINGLE FAM MDL01	RD	1	2016	$209,900	$103,700	$313,600	10:17:58	781
1268	361 DORCHESTER RD	414/  37/  /  / 	$104,900	$104,900	2.2	1030	MOBILE HOM  MDL-02	RD	1	2016	$13,000	$91,900	$104,900	10:18:01	782
1269	371 DORCHESTER RD	414/  38/  /  / 	$290,400	$377,300	22	1010	SINGLE FAM MDL01	RD	1	2016	$190,400	$186,900	$377,300	10:18:03	783
1270	379 DORCHESTER RD (LAND ONLY)	414/  39/  /  / 	$4,500	$4,500	0.54	9035	TOWN-PROP	RD	1	2016	$0	$4,500	$4,500	10:18:06	784
1271	383 DORCHESTER RD	414/  40/  /  / 	$432,700	$432,700	4.6	1010	SINGLE FAM MDL01	RD	1	2016	$321,200	$111,500	$432,700	10:18:08	785
1272	393 DORCHESTER RD	414/  41/  /  / 	$487,200	$684,400	76	1010	SINGLE FAM MDL01	RD	1	2016	$367,100	$317,300	$684,400	10:18:10	786
1274	401 DORCHESTER RD	414/  43/  /  / 	$434,400	$434,400	7	1010	SINGLE FAM MDL01	ELD	1	2016	$306,100	$128,300	$434,400	10:18:12	787
1282	473 DORCHESTER RD	414/  45/  /  / 	$261,200	$261,200	83	9000	US GOVT	ELD	1	2016	$0	$261,200	$261,200	10:18:15	788
1291	428 DORCHESTER RD	414/  50/  /  / 	$400	$30,600	12.9	6332	OTUNR-2	MFD	1	2016	$0	$30,600	$30,600	10:18:18	789
1292	442 DORCHESTER RD	414/  51/  /  / 	$168,000	$168,000	85	9000	US GOVT	ELD	1	2016	$0	$168,000	$168,000	10:18:21	790
1299	376 DORCHESTER RD	414/  54/  /  / 	$405,600	$405,600	0.8	1010	SINGLE FAM MDL01	RD	1	2016	$312,600	$93,000	$405,600	10:18:24	791
1250	8 FLINT HILL RD	414/  28/  /  / 	$409,900	$409,900	3	1010	SINGLE FAM MDL01	RD	1	2016	$275,100	$134,800	$409,900	10:18:26	792
1257	267 DORCHESTER RD	414/  31/  /  / 	$221,100	$221,100	3.1	1010	SINGLE FAM MDL01	RD	1	2016	$130,800	$90,300	$221,100	10:18:29	793
1302	320 DORCHESTER RD	414/  57/  /  / 	$157,900	$157,900	17	9000	US GOVT	RD	1	2016	$0	$157,900	$157,900	10:18:30	794
1304	39 GRAFTON TK (TAXABLE)	414/  58/  1001P/  / 	$1,547,300	$1,937,600	354.40	3890	SKIWAY	SKIWAY	2	2016	$782,300	$1,155,300	$1,937,600	10:18:33	795
1305	39 GRAFTON TK (NON-TAXABLE)	414/  58/  1002P/  / 	$3,850,000	$3,850,000	82.60	920C	NON PROFIT  MDL-94	SKIWAY	3	2016	$3,564,000	$286,000	$3,850,000	10:18:35	796
1309	40 GRAFTON TK (TAXABLE)	414/  61/  1001P/  / 	$5,200	$180,000	79.99	6235	HWUNR-5	SKIWAY	1	2016	$0	$180,000	$180,000	10:18:38	797
1311	40 GRAFTON TK (NON-TAXABLE)	414/  61/  1002P/  / 	$627,200	$627,200	102.8	920C	NON PROFIT  MDL-94	SKIWAY	1	2016	$411,300	$215,900	$627,200	10:18:40	798
1312	290 DORCHESTER RD	414/  66/  /  / 	$708,000	$708,000	590	9000	US GOVT	RD	1	2016	$0	$708,000	$708,000	10:18:43	799
1313	274 DORCHESTER RD	414/  62/  /  / 	$332,500	$381,500	19.9	1010	SINGLE FAM MDL01	RD	1	2016	$235,400	$146,100	$381,500	10:18:44	800
1323	254 DORCHESTER RD	414/  64/  /  / 	$540,200	$540,200	8.6	1010	SINGLE FAM MDL01	RD	1	2016	$368,900	$171,300	$540,200	10:18:48	801
1325	22 PONY HILL LN	415/  1/  /  / 	$369,300	$369,300	5.5	1010	SINGLE FAM MDL01	RD	1	2016	$176,000	$193,300	$369,300	10:18:52	802
1326	55 HARDSCRABBLE LN	415/  2/  /  / 	$974,200	$1,084,600	22.2	1010	SINGLE FAM MDL01	RD	1	2016	$693,500	$391,100	$1,084,600	10:18:55	803
1327	4 TROUT POND LN (TROUT POND	415/  3/  /  / 	$396,800	$396,800	385.4	9035	TOWN-PROP	MFD	1	2016	$0	$396,800	$396,800	10:18:57	804
1332	46 HARDSCRABBLE LN	415/  8/  /  / 	$2,700	$44,400	55.5	6232	HWUNR-2	MFD	1	2016	$0	$44,400	$44,400	10:18:59	805
1333	58 HARDSCRABBLE LN	415/  9/  /  / 	$635,300	$731,800	23.8	1010	SINGLE FAM MDL01	RD	1	2016	$417,400	$314,400	$731,800	10:19:02	806
1336	44 HARDSCRABBLE LN	415/  12/  /  / 	$7,000	$235,600	145	6133	WPUNR-3	MFD	1	2016	$0	$235,600	$235,600	10:19:04	807
1337	43 POUT POND LN	415/  13/  /  / 	$800	$188,900	13.61	6234	HWUNR-4	RD	1	2016	$0	$188,900	$188,900	10:19:08	808
1375	41 DAVISON LN	416/  12/  /  / 	$1,736,800	$2,663,500	700	1010	SINGLE FAM MDL01	RD	1	2016	$1,201,400	$1,462,100	$2,663,500	10:19:11	809
1235	115 FLINT HILL RD	414/  22/  /  / 	$162,800	$162,800	0.97	1010	SINGLE FAM MDL01	RD	1	2016	$71,100	$91,700	$162,800	10:19:14	810
951	141 DORCHESTER RD	409/  7/  /  / 	$256,200	$256,200	0.61	1010	SINGLE FAM MDL01	RD	1	2016	$181,500	$74,700	$256,200	10:19:16	811
920	75 ACORN HILL RD	408/  64/  1000/  / 	$575,800	$635,900	16.80	1090	MULTI HSES	RD	2	2016	$360,500	$275,400	$635,900	10:19:21	812
711	187 ORFORD RD	407/  51/  /  / 	$253,700	$253,700	2.00	1010	SINGLE FAM MDL01	RD	2	2016	$157,400	$96,300	$253,700	10:19:23	813
1118	52 PICO RD	410/  55/  /  / 	$288,600	$288,600	1.3	1010	SINGLE FAM MDL01	RD	1	2016	$195,400	$93,200	$288,600	10:19:27	814
1119	243 BAKER HILL RD	410/  56/  /  / 	$3,700	$243,100	46	6233	HWUNR-3	RD	1	2016	$0	$243,100	$243,100	10:19:30	815
800	100 HIGHBRIDGE RD	407/  110/  /  / 	$1,437,200	$1,481,100	13.49	1010	SINGLE FAM MDL01	RD	1	2016	$1,126,900	$354,200	$1,481,100	10:19:34	816
816	15 CUTTING HILL LN	407/  124/  /  / 	$726,300	$799,800	21.36	1090	MULTI HSES	RD	2	2016	$559,700	$240,100	$799,800	10:19:37	817
832	10 PINNACLE RD	407/  136/  /  / 	$69,000	$69,000	0.71	1300	RES ACLNDV	RD	1	2016	$0	$69,000	$69,000	10:19:41	818
767	10 WHIPPLE HILL RD	407/  86/  1000/  / 	$34,000	$445,200	134.7	1060	AC LND IMP		1	2016	$7,400	$437,800	$445,200	10:19:45	819
833	100 ORFORD RD	407/  137/  /  / 	$410,000	$410,000	2.67	1090	MULTI HSES	RD	2	2016	$287,200	$122,800	$410,000	10:19:49	820
737	8 TAVERN LN	407/  60/  4000/  / 	$917,900	$986,800	21.07	1010	SINGLE FAM MDL01	RD	1	2016	$732,000	$254,800	$986,800	10:19:52	821
739	47 CULVER HILL LN	407/  60/  6000/  / 	$674,400	$674,400	5.08	1090	MULTI HSES	RD	2	2016	$409,400	$265,000	$674,400	10:19:56	822
752	89 WHIPPLE HILL RD	407/  72/  /  / 	$479,000	$551,400	19.33	1010	SINGLE FAM MDL01		1	2016	$293,500	$257,900	$551,400	10:19:58	823
