PID	Street Address	MBLU	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Assessment	Appraisal	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	
1099	43 PICO RD	410/  36/  /  / 	6.7	1010	SINGLE FAM MDL01	RD	1	2016	"$237,600 "	"$194,800 "	"$432,400 "	"$432,400 "	"$432,400 "	"$525,000 "	2/9/21	"$300,000 "	1/22/04	
100184	85 DARTMOUTH COLLEGE HY #7010	401/  55/  701/  / 	0	3401	OFF CONDO  MDL-06	BD	1	2016	"$349,600 "	$0 	"$349,600 "	"$349,600 "	"$349,600 "	"$70,000 "	10/25/02	"$153,000 "	10/9/98	
194	8 GOODELL LN	401/  9/  /  / 	2.7	6324	OTUN-4	RD	1	2016	$0 	"$22,300 "	"$22,300 "	$100 	"$22,300 "	"$69,000 "	5/14/20			
100202	345 GRAFTON TK	422/  1/  /  / 	752	6312	OTMR-2	MFD	1	2016	$0 	"$848,400 "	"$848,400 "	"$20,600 "	"$848,400 "	"$9,013,533 "	12/17/10			
100222	226 ORFORD RD	407/  56/  2000/  / 	5.61	6506	FARM-6	RD	1	2016	$0 	"$208,600 "	"$208,600 "	"$2,400 "	"$208,600 "	"$125,000 "	6/3/08	"$230,000 "	9/29/97	
100242	"Problem loading parcel PID 100242, Map 407 Lot 56.3"																	
100262	215 ORFORD RD	407/  53/  1000/  / 	14.9	1010	SINGLE FAM MDL01	RD	1	2016	"$826,700 "	"$257,900 "	"$1,084,600 "	"$1,008,600 "	"$1,084,600 "	"$115,000 "	9/30/98	"$230,000 "	9/29/97	
1243	321 DORCHESTER RD	414/  25/  /  / 	29	6235	HWUNR-5	RD	1	2016	$0 	"$299,900 "	"$299,900 "	"$3,400 "	"$299,900 "	$0 	9/6/16			
1046	150 DORCHESTER RD	409/  91/  /  / 	1.5	1010	SINGLE FAM MDL01		1	2016	"$128,000 "	"$131,300 "	"$259,300 "	"$259,300 "	"$259,300 "	"$165,000 "	7/24/17	"$195,000 "	11/22/10	
1069	180 BAKER HILL RD	410/  10/  2000/  / 	12	6515	FARMR-5	RD	1	2016	$0 	"$180,000 "	"$180,000 "	"$1,600 "	"$180,000 "	$0 	2/10/14	"$60,300 "	6/16/00	
1071	159 BAKER HILL RD	410/  12/  /  / 	2.26	1010	SINGLE FAM MDL01	RD	1	2016	"$496,200 "	"$139,200 "	"$635,400 "	"$635,400 "	"$635,400 "	$0 	4/30/20	"$385,000 "	8/26/05	
1076	15 BAILEY HILL LN	410/  13/  2000/  / 	34.1	6515	FARMR-5	RD	1	2016	$0 	"$220,200 "	"$220,200 "	"$5,300 "	"$220,200 "	$0 	1/5/11	"$60,300 "	6/16/00	
1079	101 BEAR HILL LN	410/  16/  /  / 	1.8	6133	WPUNR-3	RD	1	2016	$0 	"$66,800 "	"$66,800 "	$100 	"$66,800 "	$0 	3/15/12	"$37,000 "	4/26/02	
978	2 ACORN HILL RD	409/  31/  /  / 	1.1	1010	SINGLE FAM MDL01	RD	1	2016	"$26,100 "	"$134,100 "	"$160,200 "	"$160,200 "	"$160,200 "	"$141,000 "	6/3/19	"$135,000 "	10/31/08	
100422	85 DARTMOUTH COLLEGE HY #2010	401/  55/  201/  / 	0	1021	CONDO NL  MDL-05	BD	2	2016	"$451,200 "	$0 	"$451,200 "	"$451,200 "	"$451,200 "	"$500,000 "	10/6/20	"$445,000 "	9/9/13	
100442	85 DARTMOUTH COLLEGE HY #2020	401/  55/  202/  / 	0	1021	CONDO NL  MDL-05		1	2016	"$387,700 "	$0 	"$387,700 "	"$387,700 "	"$387,700 "	"$380,000 "	8/19/16	"$305,000 "	8/25/11	
1199	10 CANAAN LEDGE LN	413/  26/  /  / 	2.1	1010	SINGLE FAM MDL01	ELD	1	2016	"$119,800 "	"$138,500 "	"$258,300 "	"$258,300 "	"$258,300 "	"$220,000 "	11/5/14	"$126,500 "	6/20/00	
100463	85 DARTMOUTH COLLEGE HY #2040	401/  55/  204/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$398,200 "	$0 	"$398,200 "	"$398,200 "	"$398,200 "	$0 	10/1/18	"$425,000 "	6/18/07	
1196	18 CANAAN LEDGE LN	413/  23/  /  / 	2.2	1010	SINGLE FAM MDL01		1	2016	"$325,600 "	"$168,700 "	"$494,300 "	"$494,300 "	"$494,300 "	"$525,000 "	5/4/20	"$555,000 "	6/28/17	
100482	85 DARTMOUTH COLLEGE HY #4030	401/  55/  403/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$212,900 "	$0 	"$212,900 "	"$212,900 "	"$212,900 "	"$197,533 "	6/30/03	"$135,000 "	5/27/99	
1200	6 CANAAN LEDGE LN	413/  27/  /  / 	2	1010	SINGLE FAM MDL01	ELD	1	2016	"$165,800 "	"$130,700 "	"$296,500 "	"$296,500 "	"$296,500 "	"$252,500 "	11/18/16	"$129,000 "	11/18/99	
100522	85 DARTMOUTH COLLEGE HY #5010	401/  55/  501/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$184,400 "	$0 	"$184,400 "	"$184,400 "	"$184,400 "	"$195,000 "	5/2/19	"$166,533 "	6/20/03	
100523	85 DARTMOUTH COLLEGE HY #5020	401/  55/  502/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$332,100 "	$0 	"$332,100 "	"$332,100 "	"$332,100 "	"$339,000 "	11/2/20	"$295,000 "	5/19/15	
1214	57 POUT POND LN	414/  8/  /  / 	5.03	6334	OTUNR-4	RD	1	2016	$0 	"$33,200 "	"$33,200 "	$200 	"$33,200 "	"$675,000 "	7/3/12	"$65,000 "	4/30/99	
1229	67 SMITH MOUNTAIN RD	414/  16/  /  / 	11.3	1010	SINGLE FAM MDL01	RD	1	2016	"$31,900 "	"$80,000 "	"$111,900 "	"$65,100 "	"$111,900 "	"$10,000 "	6/18/99			
100602	64 BRECK HILL RD	405/  48/  /  / 	14.82	6136	WPUNR-6	RD	1	2016	$0 	"$92,900 "	"$92,900 "	"$2,100 "	"$92,900 "	"$630,000 "	5/19/09	"$37,050 "	9/1/88	
100662	100 ORFORDVILLE RD	417/  6/  2000/  / 	44.55	6326	OTUN-6	RD	1	2016	$0 	"$354,300 "	"$354,300 "	"$2,600 "	"$354,300 "	"$440,000 "	12/23/15	"$200,000 "	10/2/97	
100722	5 WILMOTT WY	401/  58/  /  / 	1.7	1010	SINGLE FAM MDL01	RD	1	2016	"$359,600 "	"$176,700 "	"$536,300 "	"$536,300 "	"$536,300 "	"$440,000 "	6/20/13	"$172,533 "	7/22/05	
659	65 POST POND LN	407/  19/  /  / 	0.17	1320	RES ACLNUD	RD	1	2016	$0 	"$13,900 "	"$13,900 "	"$13,900 "	"$13,900 "	$0 	2/24/14	"$5,050 "	7/18/88	
100742	19 MAPLE LN	402/  44/  /  / 	15	1080	SFR/ACC UNIT	RD	1	2016	"$674,200 "	"$317,100 "	"$991,300 "	"$893,400 "	"$991,300 "	$0 	7/13/05	"$222,533 "	5/28/03	
1100	14 CLAFLIN LN	410/  37/  /  / 	8.4	6335	OTUNR-5	RD	1	2016	$0 	"$23,100 "	"$23,100 "	$400 	"$23,100 "	$0 	2/10/14	"$125,000 "	1/28/00	
100263	78 NORTH THETFORD RD	404/  50/  /  / 	8.63	1010	SINGLE FAM MDL01	RD	1	2016	"$609,800 "	"$202,300 "	"$812,100 "	"$812,100 "	"$812,100 "	"$555,000 "	7/20/11	"$585,000 "	7/1/03	
1169	137 GRAFTON TK	413/  5/  /  / 	13.9	1010	SINGLE FAM MDL01	ELD	1	2016	"$527,000 "	"$253,000 "	"$780,000 "	"$718,300 "	"$780,000 "	$0 	7/2/18	"$189,000 "	6/11/99	
1103	75 PICO RD	410/  40/  /  / 	39.3	6335	OTUNR-5	RD	1	2016	$0 	"$353,700 "	"$353,700 "	"$3,100 "	"$353,700 "	"$82,500 "	1/24/13	"$189,000 "	7/5/11	
1120	293 BAKER HILL RD	410/  57/  /  / 	24	1010	SINGLE FAM MDL01	RD	1	2016	"$370,500 "	"$232,200 "	"$602,700 "	"$534,200 "	"$602,700 "	"$500,000 "	10/9/07	"$210,000 "	7/27/00	
653	53 POST POND LN	407/  14/  /  / 	0.46	1013	SFR WATER  MDL-01		1	2016	"$68,500 "	"$262,400 "	"$330,900 "	"$330,900 "	"$330,900 "	"$125,000 "	10/15/99	"$35,000 "	8/9/93	
673	72 POST POND LN	407/  22/  /  / 	12.71	1013	SFR WATER  MDL-01		1	2016	"$41,500 "	"$284,600 "	"$326,100 "	"$295,200 "	"$326,100 "	"$240,000 "	10/14/16	"$155,000 "	5/28/02	
389	123 RIVER RD	402/  91/  /  / 	0.34	1010	SINGLE FAM MDL01	RD	1	2016	"$267,800 "	"$112,600 "	"$380,400 "	"$380,400 "	"$380,400 "	"$36,600 "	12/30/10	"$54,500 "	9/10/99	
433	301 RIVER RD	403/  16/  /  / 	0.14	1013	SFR WATER  MDL-01	RD	1	2016	"$39,900 "	"$127,700 "	"$167,600 "	"$167,600 "	"$167,600 "	"$32,500 "	9/27/99			
439	323 RIVER RD	403/  22/  /  / 	0.38	1320	RES ACLNUD	RD	1	2016	$0 	"$6,400 "	"$6,400 "	"$6,400 "	"$6,400 "	$0 	5/30/12	"$8,000 "	6/18/99	
449	39 LAMPHIRE HILL LN	403/  32/  /  / 	3.5	1010	SINGLE FAM MDL01	RD	1	2016	"$31,600 "	"$188,300 "	"$219,900 "	"$219,900 "	"$219,900 "	$0 	3/23/20	"$123,000 "	8/14/00	
489	530 RIVER RD	404/  14/  /  / 	0.86	1013	SFR WATER  MDL-01	RD	1	2016	"$214,300 "	"$253,700 "	"$468,000 "	"$468,000 "	"$468,000 "	"$473,000 "	4/9/19	"$389,933 "	2/4/15	
491	522 RIVER RD	404/  16/  /  / 	103	1010	SINGLE FAM MDL01	RD	1	2016	"$377,500 "	"$644,300 "	"$1,021,800 "	"$635,600 "	"$1,021,800 "	"$500,000 "	10/9/19	"$4,000 "	1/12/96	
511	9 GREGORY RD	404/  36/  /  / 	2.5	1010	SINGLE FAM MDL01	RD	1	2016	"$196,100 "	"$212,500 "	"$408,600 "	"$408,600 "	"$408,600 "	"$113,000 "	11/3/00			
335	12 MAPLE LN	402/  41/  /  / 	2.7	1010	SINGLE FAM MDL01	RD	1	2016	"$130,700 "	"$157,100 "	"$287,800 "	"$287,800 "	"$287,800 "	$1 	3/23/12	"$177,000 "	5/31/02	
337	17 MAPLE LN	402/  43/  /  / 	3	1090	MULTI HSES	RD	2	2016	"$630,400 "	"$197,400 "	"$827,800 "	"$827,800 "	"$827,800 "	"$875,000 "	1/29/19	"$735,000 "	6/16/11	
347	163 DARTMOUTH COLLEGE HY	402/  52/  /  / 	31	1060	AC LND IMP	RD	1	2016	"$8,800 "	"$293,500 "	"$302,300 "	"$27,400 "	"$302,300 "	"$300,000 "	5/20/08			
350	199 DARTMOUTH COLLEGE HY	402/  55/  /  / 	15.8	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$52,200 "	"$52,200 "	"$52,200 "	"$52,200 "	$0 	1/10/11	"$35,000 "	12/3/99	
379	130 RIVER RD	402/  81/  /  / 	1	1030	MOBILE HOM  MDL-02	RD	1	2016	"$60,600 "	"$118,000 "	"$178,600 "	"$178,600 "	"$178,600 "	$0 	11/9/12	"$125,000 "	7/20/12	
383	96 RIVER RD	401/  79/  /  / 	76	6235	HWUNR-5	RD	1	2016	$0 	"$376,700 "	"$376,700 "	"$5,000 "	"$376,700 "	"$200,000 "	12/19/14			
208	47 GOOSE POND RD	401/  19/  /  / 	1.2	1010	SINGLE FAM MDL01	RD	1	2016	"$180,600 "	"$142,400 "	"$323,000 "	"$323,000 "	"$323,000 "	$0 	11/2/99	"$12,000 "	8/26/66	
222	5 PELTON LN	401/  26/  /  / 	5.05	1010	SINGLE FAM MDL01	RD	1	2016	"$269,100 "	"$168,700 "	"$437,800 "	"$437,800 "	"$437,800 "	"$227,500 "	9/28/99	"$46,000 "	10/10/95	
102691	42 HARDSCRABBLE LN	415/  10/  /  / 	35	1010	SINGLE FAM MDL01	RD	1	2016	"$791,100 "	"$423,600 "	"$1,214,700 "	"$1,082,900 "	"$1,214,700 "	$0 	11/10/20			
1061	216 BAKER HILL RD	410/  6/  /  / 	7.9	1061	ACESRYBLDG  MDL-01	RD	1	2016	"$132,200 "	"$194,200 "	"$326,400 "	"$326,400 "	"$326,400 "	$0 	4/18/13	"$320,000 "	2/2/09	
1064	190 BAKER HILL RD	410/  9/  1000/  / 	55.4	1010	SINGLE FAM MDL01	RD	1	2016	"$536,700 "	"$476,500 "	"$1,013,200 "	"$692,200 "	"$1,013,200 "	"$850,000 "	9/22/03	"$112,942 "	11/3/89	
1068	172 BAKER HILL RD	410/  10/  1000/  / 	40.52	1010	SINGLE FAM MDL01	RD	1	2016	"$620,900 "	"$336,000 "	"$956,900 "	"$813,500 "	"$956,900 "	$0 	12/23/15	"$490,000 "	8/12/96	
325	204 DARTMOUTH COLLEGE HY	402/  31/  /  / 	5.9	3560	PROF ASSOC	RD	1	2016	"$750,700 "	"$251,100 "	"$1,001,800 "	"$1,001,800 "	"$1,001,800 "	"$150,000 "	8/26/98	"$77,500 "	5/9/97	
795	121 PINNACLE RD	407/  104/  /  / 	3.3	1010	SINGLE FAM MDL01	RD	1	2016	"$236,000 "	"$161,200 "	"$397,200 "	"$397,200 "	"$397,200 "	$0 				
796	153 PINNACLE RD	407/  106/  /  / 	0.32	1010	SINGLE FAM MDL01	RD	1	2016	"$55,500 "	"$94,000 "	"$149,500 "	"$149,500 "	"$149,500 "	$0 	8/5/96	"$4,000 "	12/14/94	
797	1 ORFORDVILLE RD	407/  107/  /  / 	5.1	1080	SFR/ACC UNIT	RD	1	2016	"$535,400 "	"$208,200 "	"$743,600 "	"$743,600 "	"$743,600 "	"$440,000 "	8/4/14			
798	11 ORFORDVILLE RD	407/  108/  /  / 	183	1060	AC LND IMP	RD	1	2016	"$5,400 "	"$457,100 "	"$462,500 "	"$154,000 "	"$462,500 "	"$100,000 "	11/10/11			
801	92 HIGHBRIDGE RD	407/  111/  /  / 	107.82	1010	SINGLE FAM MDL01	RD	1	2016	"$395,700 "	"$679,100 "	"$1,074,800 "	"$611,500 "	"$1,074,800 "	"$260,000 "	7/23/01	"$100,000 "	4/29/92	
334	114 RIVER RD	402/  40/  /  / 	68.9	1010	SINGLE FAM MDL01	RD	1	2016	"$459,600 "	"$318,400 "	"$778,000 "	"$635,200 "	"$778,000 "	"$110,000 "	6/15/94	"$50,000 "	12/31/73	
336	11 MAPLE LN	402/  42/  /  / 	3.4	1010	SINGLE FAM MDL01	RD	1	2016	"$210,700 "	"$158,300 "	"$369,000 "	"$369,000 "	"$369,000 "	"$26,000 "	8/13/86			
339	48 SHOESTRAP RD	402/  45/  /  / 	0.95	1010	SINGLE FAM MDL01	RD	1	2016	"$153,000 "	"$140,300 "	"$293,300 "	"$293,300 "	"$293,300 "	"$289,000 "	7/7/11	"$250,000 "	3/2/07	
340	38 SHOESTRAP RD	402/  46/  /  / 	7.4	1010	SINGLE FAM MDL01	RD	1	2016	"$389,200 "	"$199,000 "	"$588,200 "	"$588,200 "	"$588,200 "	"$310,000 "	7/14/98	"$180,000 "	7/7/89	
341	30 SHOESTRAP RD	402/  47/  /  / 	0.34	1090	MULTI HSES	RD	2	2016	"$185,500 "	"$123,800 "	"$309,300 "	"$309,300 "	"$309,300 "	"$280,000 "	1/30/20			
343	28 SHOESTRAP RD	402/  48/  /  / 	7	1010	SINGLE FAM MDL01		1	2016	"$238,400 "	"$197,200 "	"$435,600 "	"$435,600 "	"$435,600 "	"$385,000 "	6/4/14	"$287,000 "	1/22/03	
344	16 SHOESTRAP RD	402/  49/  /  / 	93	1010	SINGLE FAM MDL01	RD	1	2016	"$265,500 "	"$504,500 "	"$770,000 "	"$375,000 "	"$770,000 "	$0 	11/18/02			
345	2 SHOESTRAP RD	402/  50/  /  / 	3.78	1010	SINGLE FAM MDL01	RD	1	2016	"$288,300 "	"$153,300 "	"$441,600 "	"$441,600 "	"$441,600 "	"$274,000 "	4/13/15	"$13,000 "	7/6/59	
346	155 DARTMOUTH COLLEGE HY	402/  51/  /  / 	0.87	904C	PRI SCHOOL  MDL-94	RD	1	2016	"$256,900 "	"$159,200 "	"$416,100 "	"$416,100 "	"$416,100 "	"$100,000 "	6/10/05	"$30,000 "	8/30/02	
355	215 DARTMOUTH COLLEGE HY	402/  57/  /  / 	122.4	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$330,300 "	"$330,300 "	"$330,300 "	"$330,300 "	$0 	7/30/99	"$6,476 "	8/11/92	
348	173 DARTMOUTH COLLEGE HY	402/  53/  /  / 	3.18	1010	SINGLE FAM MDL01	RD	1	2016	"$287,400 "	"$149,400 "	"$436,800 "	"$436,800 "	"$436,800 "	$0 	8/29/08	"$251,000 "	10/30/03	
349	183 DARTMOUTH COLLEGE HY	402/  54/  /  / 	37.3	9200	NON PROFIT  MDL-00	RD	1	2016	$0 	"$102,600 "	"$102,600 "	"$102,600 "	"$102,600 "	"$4,000 "	12/31/91			
100542	85 DARTMOUTH COLLEGE HY #6010	401/  55/  601/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$473,800 "	$0 	"$473,800 "	"$473,800 "	"$473,800 "	"$336,000 "	1/3/02	"$326,500 "	12/19/00	
351	211 DARTMOUTH COLLEGE HY	402/  56/  /  / 	3.1	1010	SINGLE FAM MDL01	RD	1	2016	"$284,700 "	"$148,900 "	"$433,600 "	"$433,600 "	"$433,600 "	"$510,000 "	7/10/06	"$220,000 "	4/17/96	
100543	85 DARTMOUTH COLLEGE HY #8010	401/  55/  801/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$543,400 "	$0 	"$543,400 "	"$543,400 "	"$543,400 "	"$500,000 "	8/31/18	"$470,000 "	2/14/03	
100562	85 DARTMOUTH COLLEGE HY #9010	401/  55/  901/  / 	0	1021	CONDO NL  MDL-05	BD	2	2016	"$427,400 "	$0 	"$427,400 "	"$427,400 "	"$427,400 "	"$399,000 "	5/3/17	"$392,000 "	10/1/03	
100563	85 DARTMOUTH COLLEGE HY #9020	401/  55/  902/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$340,300 "	$0 	"$340,300 "	"$340,300 "	"$340,300 "	"$359,000 "	6/11/18	"$295,000 "	7/15/14	
1127	239 GOOSE POND RD	410/  64/  /  / 	30	1060	AC LND IMP	RD	1	2016	"$41,400 "	"$304,400 "	"$345,800 "	"$161,600 "	"$345,800 "	$0 	4/4/83			
1129	97 PICO RD	410/  66/  /  / 	3.6	6335	OTUNR-5	RD	1	2016	$0 	"$107,900 "	"$107,900 "	$100 	"$107,900 "	$0 	2/10/14			
1131	252 GOOSE POND RD	410/  68/  /  / 	64.37	1010	SINGLE FAM MDL01	RD	1	2016	"$54,200 "	"$338,100 "	"$392,300 "	"$173,300 "	"$392,300 "	"$320,000 "	11/23/09	"$5,500 "	7/3/64	
1132	240 GOOSE POND RD	410/  69/  /  / 	79	1010	SINGLE FAM MDL01	RD	1	2016	"$525,100 "	"$534,600 "	"$1,059,700 "	"$689,000 "	"$1,059,700 "	$0 	4/4/83			
1133	216 GOOSE POND RD	410/  70/  /  / 	6.7	1010	SINGLE FAM MDL01	RD	1	2016	"$121,200 "	"$111,300 "	"$232,500 "	"$232,500 "	"$232,500 "	"$175,500 "	4/8/11	"$92,000 "	9/3/96	
1137	176 GOOSE POND RD	410/  74/  /  / 	0.6	1030	MOBILE HOM  MDL-02	RD	1	2016	"$26,500 "	"$75,000 "	"$101,500 "	"$101,500 "	"$101,500 "	"$25,000 "	7/23/85			
1138	174 GOOSE POND RD	410/  75/  /  / 	0.17	1010	SINGLE FAM MDL01	RD	1	2016	"$40,000 "	"$46,500 "	"$86,500 "	"$86,500 "	"$86,500 "	"$139,000 "	12/9/08			
1140	321 BAKER HILL RD	410/  77/  /  / 	2.89	1010	SINGLE FAM MDL01	RD	1	2016	"$275,600 "	"$143,300 "	"$418,900 "	"$418,900 "	"$418,900 "	$0 	12/15/15	"$288,000 "	1/15/04	
1141	327 BAKER HILL RD	410/  78/  /  / 	0.76	1320	RES ACLNUD	RD	1	2016	$0 	"$3,300 "	"$3,300 "	"$3,300 "	"$3,300 "	$0 	12/15/15	"$288,000 "	1/15/04	
1142	331 BAKER HILL RD	410/  79/  /  / 	7.9	1030	MOBILE HOM  MDL-02	RD	1	2016	"$68,200 "	"$151,900 "	"$220,100 "	"$220,100 "	"$220,100 "	"$146,000 "	6/28/13	"$25,000 "	5/31/12	
1144	347 BAKER HILL RD	410/  80/  /  / 	40.8	1010	SINGLE FAM MDL01	RD	1	2016	"$384,800 "	"$299,200 "	"$684,000 "	"$535,800 "	"$684,000 "	"$606,700 "	6/19/20	"$526,000 "	11/14/17	
1149	311 GOOSE POND RD	411/  4/  /  / 	24	1010	SINGLE FAM MDL01	RD	1	2016	"$165,700 "	"$275,900 "	"$441,600 "	"$335,600 "	"$441,600 "	"$2,666 "	5/24/02	"$184,000 "	7/15/97	
1150	333 GOOSE POND RD	411/  5/  /  / 	7.4	1010	SINGLE FAM MDL01	RD	1	2016	"$195,100 "	"$190,700 "	"$385,800 "	"$385,800 "	"$385,800 "	"$375,000 "	6/25/19	"$360,000 "	12/17/10	
850	88 POST POND LN	408/  13/  /  / 	0.31	1013	SFR WATER  MDL-01	RD	1	2016	"$33,500 "	"$152,200 "	"$185,700 "	"$185,700 "	"$185,700 "	$0 				
851	86 POST POND LN	408/  14/  /  / 	36	1060	AC LND IMP	RD	1	2016	"$1,500 "	"$156,500 "	"$158,000 "	"$48,000 "	"$158,000 "	$0 				
852	108 POST POND LN	408/  15/  /  / 	0.2	1013	SFR WATER  MDL-01	RD	1	2016	"$35,100 "	"$139,500 "	"$174,600 "	"$174,600 "	"$174,600 "	"$107,000 "	3/11/08			
853	110 POST POND LN	408/  16/  /  / 	0.15	1013	SFR WATER  MDL-01	RD	1	2016	"$79,000 "	"$125,500 "	"$204,500 "	"$204,500 "	"$204,500 "	$0 	12/6/05			
854	"Problem loading parcel PID 854, Map 408 Lot 17"																	
855	114 POST POND LN	408/  18/  /  / 	0.25	1013	SFR WATER  MDL-01	RD	1	2016	"$42,800 "	"$128,800 "	"$171,600 "	"$171,600 "	"$171,600 "	"$175,000 "	11/18/20	"$45,000 "	6/27/97	
858	60 MASA MOREY LN	408/  21/  /  / 	38.5	6516	FARMR-6	RD	1	2016	$0 	"$290,600 "	"$290,600 "	"$8,700 "	"$290,600 "	"$400,000 "	8/23/18			
860	42 ORFORD RD	408/  23/  /  / 	76.4	6234	HWUNR-4	RD	1	2016	$0 	"$422,400 "	"$422,400 "	"$7,000 "	"$422,400 "	$0 	9/28/09			
861	24 ORFORD RD	408/  24/  /  / 	1.6	1010	SINGLE FAM MDL01	RD	1	2016	"$203,600 "	"$139,000 "	"$342,600 "	"$342,600 "	"$342,600 "	$0 	5/11/92	"$19,000 "	6/12/72	
862	16 ORFORD RD	408/  25/  /  / 	8.97	920C	NON PROFIT  MDL-94	RD	1	2016	"$714,500 "	"$334,100 "	"$1,048,600 "	"$1,048,600 "	"$1,048,600 "	$0 				
863	21 SPRING HILL LN	408/  26/  /  / 	8.84	6335	OTUNR-5	RD	1	2016	$0 	"$165,600 "	"$165,600 "	$300 	"$165,600 "	"$835,000 "	5/30/97	"$10,000 "	1/31/97	
864	24 SPRING HILL LN	408/  27/  /  / 	8.74	6335	OTUNR-5	LCD	1	2016	$0 	"$156,600 "	"$156,600 "	$300 	"$156,600 "	"$835,000 "	5/30/97	"$10,000 "	1/31/97	
865	60 SPRING HILL LN	408/  28/  /  / 	43.79	1010	SINGLE FAM MDL01	RD	1	2016	"$913,800 "	"$367,800 "	"$1,281,600 "	"$1,142,000 "	"$1,281,600 "	"$835,000 "	5/30/97	"$100,000 "	10/12/89	
867	60 ROCKY HILL LN	408/  29/  /  / 	42.5	1090	MULTI HSES	RD	3	2016	"$1,112,100 "	"$808,600 "	"$1,920,700 "	"$1,744,200 "	"$1,920,700 "	"$1,500,000 "	10/13/11	"$925,048 "	8/14/91	
868	45 DORCHESTER RD	408/  30/  /  / 	25.95	1010	SINGLE FAM MDL01	LCD	1	2016	"$314,000 "	"$269,600 "	"$583,600 "	"$491,800 "	"$583,600 "	"$595,000 "	5/30/08	"$240,000 "	6/10/86	
869	53 DORCHESTER RD	408/  31/  /  / 	4.29	1010	SINGLE FAM MDL01	LCD	1	2016	"$209,700 "	"$155,600 "	"$365,300 "	"$365,300 "	"$365,300 "	$0 	12/11/20	"$4,000 "	12/29/87	
871	61 DORCHESTER RD	408/  33/  /  / 	7.7	1010	SINGLE FAM MDL01	RD	1	2016	"$367,100 "	"$181,500 "	"$548,600 "	"$548,600 "	"$548,600 "	$0 	4/13/16	"$55,895 "	12/6/89	
872	63 DORCHESTER RD	408/  34/  /  / 	20.2	1090	MULTI HSES	RD	2	2016	"$397,900 "	"$289,300 "	"$687,200 "	"$600,600 "	"$687,200 "	"$240,000 "	5/10/94	"$40,000 "	12/22/87	
873	30 CITADEL LN	408/  35/  /  / 	141	1090	MULTI HSES	RD	3	2016	"$525,300 "	"$788,000 "	"$1,313,300 "	"$841,100 "	"$1,313,300 "	"$825,000 "	1/19/17			
874	18 CITADEL LN	408/  36/  /  / 	9.4	1010	SINGLE FAM MDL01	RD	1	2016	"$146,500 "	"$300,200 "	"$446,700 "	"$446,700 "	"$446,700 "	$0 	1/11/21	"$394,000 "	7/24/19	
876	57 FRANKLIN HILL RD	408/  38/  /  / 	16.85	1010	SINGLE FAM MDL01	RD	1	2016	"$187,900 "	"$352,500 "	"$540,400 "	"$451,400 "	"$540,400 "	"$425,000 "	12/11/18			
878	83 FRANKLIN HILL RD	408/  40/  /  / 	16	1010	SINGLE FAM MDL01	RD	1	2016	"$325,900 "	"$465,800 "	"$791,700 "	"$662,000 "	"$791,700 "	"$500,000 "	6/11/20	"$285,000 "	7/18/96	
879	7 HORTON LN	408/  41/  /  / 	14.9	1010	SINGLE FAM MDL01	RD	1	2016	"$183,200 "	"$218,400 "	"$401,600 "	"$348,000 "	"$401,600 "	$0 				
880	11 HORTON LN	408/  42/  /  / 	11.69	1010	SINGLE FAM MDL01		1	2016	"$384,400 "	"$224,300 "	"$608,700 "	"$566,000 "	"$608,700 "	$0 	6/29/16	"$170,000 "	12/30/14	
100265	207 ORFORD RD	407/  53/  2000/  / 	6.87	1010	SINGLE FAM MDL01		1	2016	"$431,900 "	"$203,100 "	"$635,000 "	"$635,000 "	"$635,000 "	"$520,000 "	8/30/18	"$115,000 "	4/29/04	
100302	54 BAKER HILL RD	409/  81/  /  / 	4.13	1010	SINGLE FAM MDL01	SFR	1	2016	"$263,600 "	"$206,300 "	"$469,900 "	"$469,900 "	"$469,900 "	"$379,000 "	7/30/10	"$62,000 "	5/17/93	
959	173 DORCHESTER RD	409/  12/  2000/  / 	0.34	1010	SINGLE FAM MDL01	LCD	1	2016	"$208,300 "	"$112,600 "	"$320,900 "	"$320,900 "	"$320,900 "	"$120,000 "	5/12/10	"$12,381 "	8/17/93	
326	188 DARTMOUTH COLLEGE HY	402/  32/  /  / 	2.26	1090	MULTI HSES		2	2016	"$327,800 "	"$180,100 "	"$507,900 "	"$507,900 "	"$507,900 "	"$474,000 "	5/29/03	"$248,400 "	10/3/02	
327	180 DARTMOUTH COLLEGE HY	402/  33/  /  / 	4.3	1010	SINGLE FAM MDL01	RD	1	2016	"$244,400 "	"$153,200 "	"$397,600 "	"$397,600 "	"$397,600 "	"$105,000 "	5/15/17	"$110,000 "	3/28/14	
